GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0072582,17-beta-hydroxysteroid dehydrogenase (NADP+) activity,1,1,TRUE
GO:0047390,glycerophosphocholine cholinephosphodiesterase activity,1,1,TRUE
GO:0004516,nicotinate phosphoribosyltransferase activity,1,1,TRUE
GO:0015196,L-tryptophan transmembrane transporter activity,0,1,FALSE
GO:0047315,kynurenine-glyoxylate transaminase activity,1,1,TRUE
GO:0047223,beta-1;3-galactosyl-O-glycosyl-glycoprotein beta-1;3-N-acetylglucosaminyltransferase activity,1,2,FALSE
GO:0070287,ferritin receptor activity,1,1,TRUE
GO:0035575,histone demethylase activity (H4-K20 specific),1,2,FALSE
GO:0050479,glyceryl-ether monooxygenase activity,0,1,FALSE
GO:0080048,GDP-D-glucose phosphorylase activity,1,1,TRUE
GO:0015181,arginine transmembrane transporter activity,5,6,FALSE
GO:0015189,L-lysine transmembrane transporter activity,5,6,FALSE
GO:1990254,keratin filament binding,2,2,TRUE
GO:0044715,8-oxo-dGDP phosphatase activity,2,2,TRUE
GO:0044716,8-oxo-GDP phosphatase activity,1,1,TRUE
GO:0044717,8-hydroxy-dADP phosphatase activity,1,1,TRUE
GO:0070735,protein-glycine ligase activity,2,2,TRUE
GO:0017099,very-long-chain-acyl-CoA dehydrogenase activity,4,4,TRUE
GO:0019785,ISG15-specific protease activity,2,2,TRUE
GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,1,1,TRUE
GO:0047238,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity,5,5,TRUE
GO:0050510,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity,4,4,TRUE
GO:0016426,tRNA (adenine) methyltransferase activity,3,4,FALSE
GO:0016429,tRNA (adenine-N1-)-methyltransferase activity,3,3,TRUE
GO:0061953,mRNA (adenine-N1-)-methyltransferase activity,3,3,TRUE
GO:0001537,N-acetylgalactosamine 4-O-sulfotransferase activity,4,5,FALSE
GO:0047756,chondroitin 4-sulfotransferase activity,3,4,FALSE
GO:0034481,chondroitin sulfotransferase activity,5,6,FALSE
GO:0004067,asparaginase activity,4,4,TRUE
GO:0080132,fatty acid alpha-hydroxylase activity,1,1,TRUE
GO:0047192,1-alkylglycerophosphocholine O-acetyltransferase activity,1,1,TRUE
GO:0050023,L-fuconate dehydratase activity,1,1,TRUE
GO:0017178,diphthine-ammonia ligase activity,1,1,TRUE
GO:0050659,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity,1,1,TRUE
GO:0004394,heparan sulfate 2-O-sulfotransferase activity,1,1,TRUE
GO:0008459,chondroitin 6-sulfotransferase activity,2,2,TRUE
GO:0015252,proton channel activity,3,6,FALSE
GO:0033041,sweet taste receptor activity,0,2,FALSE
GO:0033699,DNA 5'-adenosine monophosphate hydrolase activity,1,1,TRUE
GO:0001160,transcription termination site DNA binding,0,2,FALSE
GO:0001147,transcription termination site sequence-specific DNA binding,2,2,TRUE
GO:0047820,D-glutamate cyclase activity,1,1,TRUE
GO:0034584,piRNA binding,3,4,FALSE
GO:0033040,sour taste receptor activity,2,2,TRUE
GO:0004809,tRNA (guanine-N2-)-methyltransferase activity,3,3,TRUE
GO:0050038,L-xylulose reductase (NADP+) activity,1,1,TRUE
GO:0018025,calmodulin-lysine N-methyltransferase activity,1,1,TRUE
GO:0005173,stem cell factor receptor binding,2,2,TRUE
GO:0031685,adenosine receptor binding,2,2,TRUE
GO:0031687,A2A adenosine receptor binding,1,1,TRUE
GO:0008427,calcium-dependent protein kinase inhibitor activity,2,2,TRUE
GO:0010858,calcium-dependent protein kinase regulator activity,0,2,FALSE
GO:0002094,polyprenyltransferase activity,1,1,TRUE
GO:0034597,phosphatidylinositol-4;5-bisphosphate 4-phosphatase activity,2,2,TRUE
GO:0016422,mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity,3,3,TRUE
GO:0010348,lithium:proton antiporter activity,1,1,TRUE
GO:0070699,type II activin receptor binding,1,1,TRUE
GO:0010852,cyclase inhibitor activity,1,1,TRUE
GO:0030251,guanylate cyclase inhibitor activity,1,1,TRUE
GO:0051733,polydeoxyribonucleotide kinase activity,3,3,TRUE
GO:0051734,ATP-dependent polynucleotide kinase activity,0,3,FALSE
GO:0046404,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,2,2,TRUE
GO:0043998,H2A histone acetyltransferase activity,1,1,TRUE
GO:1990189,peptide-serine-N-acetyltransferase activity,3,3,TRUE
GO:0030729,acetoacetate-CoA ligase activity,1,1,TRUE
GO:0097003,adipokinetic hormone receptor activity,2,2,TRUE
GO:0043262,adenosine-diphosphatase activity,3,3,TRUE
GO:0000026,alpha-1;2-mannosyltransferase activity,2,3,FALSE
GO:0051371,muscle alpha-actinin binding,11,12,FALSE
GO:0015307,drug:proton antiporter activity,2,3,FALSE
GO:0002950,ceramide phosphoethanolamine synthase activity,2,2,TRUE
GO:0033188,sphingomyelin synthase activity,3,3,TRUE
GO:0047493,ceramide cholinephosphotransferase activity,3,3,TRUE
GO:0030629,U6 snRNA 3'-end binding,1,1,TRUE
GO:0120048,U6 snRNA (adenine-(43)-N(6))-methyltransferase activity,1,1,TRUE
GO:0004649,poly(ADP-ribose) glycohydrolase activity,2,2,TRUE
GO:0047658,alpha-amino-acid esterase activity,1,1,TRUE
GO:0035438,cyclic-di-GMP binding,1,1,TRUE
GO:0061507,cyclic-GMP-AMP binding,1,1,TRUE
GO:0035242,protein-arginine omega-N asymmetric methyltransferase activity,8,8,TRUE
GO:0035642,histone methyltransferase activity (H3-R17 specific),1,1,TRUE
GO:0000257,nitrilase activity,1,1,TRUE
GO:0016815,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in nitriles,1,1,TRUE
GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity,1,1,TRUE
GO:0030158,protein xylosyltransferase activity,2,2,TRUE
GO:0030550,acetylcholine receptor inhibitor activity,4,4,TRUE
GO:0047874,dolichyldiphosphatase activity,1,1,TRUE
GO:0031531,thyrotropin-releasing hormone receptor binding,2,2,TRUE
GO:0004534,5'-3' exoribonuclease activity,3,3,TRUE
GO:0035478,chylomicron binding,1,1,TRUE
GO:0061768,magnesium:sodium antiporter activity,1,1,TRUE
GO:0015636,short-chain fatty acid transmembrane transporter activity,1,1,TRUE
GO:0016420,malonyltransferase activity,0,1,FALSE
GO:0016419,S-malonyltransferase activity,0,1,FALSE
GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity,1,1,TRUE
GO:0008887,glycerate kinase activity,1,1,TRUE
GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity,1,1,TRUE
GO:0047988,hydroxyacid-oxoacid transhydrogenase activity,1,1,TRUE
GO:0070780,dihydrosphingosine-1-phosphate phosphatase activity,1,2,FALSE
GO:0016671,oxidoreductase activity; acting on a sulfur group of donors; disulfide as acceptor,6,6,TRUE
GO:0017136,NAD-dependent histone deacetylase activity,5,5,TRUE
GO:0034979,NAD-dependent protein deacetylase activity,6,7,FALSE
GO:0042903,tubulin deacetylase activity,2,2,TRUE
GO:0034739,histone deacetylase activity (H4-K16 specific),0,2,FALSE
GO:0046970,NAD-dependent histone deacetylase activity (H4-K16 specific),1,1,TRUE
GO:0033743,peptide-methionine (R)-S-oxide reductase activity,3,3,TRUE
GO:0072590,N-acetyl-L-aspartate-L-glutamate ligase activity,2,2,TRUE
GO:0072570,ADP-D-ribose binding,1,1,TRUE
GO:0031005,filamin binding,5,5,TRUE
GO:0048257,3'-flap endonuclease activity,2,2,TRUE
GO:0042043,neurexin family protein binding,8,8,TRUE
GO:0004483,mRNA (nucleoside-2'-O-)-methyltransferase activity,2,2,TRUE
GO:1990763,arrestin family protein binding,3,4,FALSE
GO:0047757,chondroitin-glucuronate 5-epimerase activity,2,2,TRUE
GO:0047057,vitamin-K-epoxide reductase (warfarin-sensitive) activity,2,2,TRUE
GO:0016900,oxidoreductase activity; acting on the CH-OH group of donors; disulfide as acceptor,2,2,TRUE
GO:0008109,N-acetyllactosaminide beta-1;6-N-acetylglucosaminyltransferase activity,1,2,FALSE
GO:0050201,fucokinase activity,1,1,TRUE
GO:0004474,malate synthase activity,1,1,TRUE
GO:0047777,(3S)-citramalyl-CoA lyase activity,1,1,TRUE
GO:0001791,IgM binding,0,1,FALSE
GO:0004042,acetyl-CoA:L-glutamate N-acetyltransferase activity,1,1,TRUE
GO:0035755,cardiolipin hydrolase activity,1,1,TRUE
GO:0030735,carnosine N-methyltransferase activity,1,1,TRUE
GO:0036132,13-prostaglandin reductase activity,1,1,TRUE
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,3,3,TRUE
GO:0008753,NADPH dehydrogenase (quinone) activity,1,1,TRUE
GO:0047025,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,2,2,TRUE
GO:1990756,protein binding; bridging involved in substrate recognition for ubiquitination,2,2,TRUE
GO:0016807,cysteine-type carboxypeptidase activity,3,3,TRUE
GO:0070004,cysteine-type exopeptidase activity,0,3,FALSE
GO:0047536,2-aminoadipate transaminase activity,1,1,TRUE
GO:0008297,single-stranded DNA exodeoxyribonuclease activity,5,10,FALSE
GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,7,7,TRUE
GO:0008296,3'-5'-exodeoxyribonuclease activity,13,13,TRUE
GO:0047408,alkenylglycerophosphocholine hydrolase activity,2,2,TRUE
GO:0047409,alkenylglycerophosphoethanolamine hydrolase activity,2,2,TRUE
GO:0034711,inhibin binding,1,1,TRUE
GO:0038102,activin receptor antagonist activity,1,1,TRUE
GO:0046969,NAD-dependent histone deacetylase activity (H3-K9 specific),2,2,TRUE
GO:0032129,histone deacetylase activity (H3-K9 specific),0,2,FALSE
GO:0061501,cyclic-GMP-AMP synthase activity,1,1,TRUE
GO:0047522,15-oxoprostaglandin 13-oxidase activity,1,1,TRUE
GO:0032977,membrane insertase activity,1,1,TRUE
GO:0005287,high-affinity basic amino acid transmembrane transporter activity,0,1,FALSE
GO:0005289,high-affinity arginine transmembrane transporter activity,0,1,FALSE
GO:0005292,high-affinity lysine transmembrane transporter activity,0,1,FALSE
GO:0017188,aspartate N-acetyltransferase activity,1,1,TRUE
GO:0004778,succinyl-CoA hydrolase activity,1,1,TRUE
GO:0051978,lysophospholipid transporter activity,0,1,FALSE
GO:0034649,histone demethylase activity (H3-monomethyl-K4 specific),1,1,TRUE
GO:0051032,nucleic acid transmembrane transporter activity,1,1,TRUE
GO:0120147,Formylglycine-generating oxidase activity,1,1,TRUE
GO:1903135,cupric ion binding,4,4,TRUE
GO:0034190,apolipoprotein receptor binding,2,2,TRUE
GO:0071795,K11-linked polyubiquitin modification-dependent protein binding,1,1,TRUE
GO:0046715,active borate transmembrane transporter activity,0,1,FALSE
GO:0048040,UDP-glucuronate decarboxylase activity,1,1,TRUE
GO:0001517,N-acetylglucosamine 6-O-sulfotransferase activity,5,7,FALSE
GO:0004741,[pyruvate dehydrogenase (lipoamide)] phosphatase activity,3,3,TRUE
GO:0052857,NADPHX epimerase activity,1,2,FALSE
GO:0001665,alpha-N-acetylgalactosaminide alpha-2;6-sialyltransferase activity,6,6,TRUE
GO:0008812,choline dehydrogenase activity,1,1,TRUE
GO:0015292,uniporter activity,2,2,TRUE
GO:0038100,nodal binding,3,4,FALSE
GO:0033829,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity,2,3,FALSE
GO:0060002,plus-end directed microfilament motor activity,2,2,TRUE
GO:0045523,interleukin-27 receptor binding,3,3,TRUE
GO:0003919,FMN adenylyltransferase activity,1,1,TRUE
GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,1,1,TRUE
GO:0050337,thiosulfate-thiol sulfurtransferase activity,0,1,FALSE
GO:0000824,inositol tetrakisphosphate 3-kinase activity,1,1,TRUE
GO:0000825,inositol tetrakisphosphate 6-kinase activity,1,1,TRUE
GO:0047326,inositol tetrakisphosphate 5-kinase activity,1,1,TRUE
GO:0008781,N-acylneuraminate cytidylyltransferase activity,2,2,TRUE
GO:0004835,tubulin-tyrosine ligase activity,1,1,TRUE
GO:0005549,odorant binding,11,84,FALSE
GO:0030107,HLA-A specific inhibitory MHC class I receptor activity,1,1,TRUE
GO:0072345,NAADP-sensitive calcium-release channel activity,5,5,TRUE
GO:0070463,tubulin-dependent ATPase activity,1,1,TRUE
GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity,3,3,TRUE
GO:0050124,N-acylneuraminate-9-phosphatase activity,1,1,TRUE
GO:0047017,prostaglandin-F synthase activity,1,1,TRUE
GO:0050459,ethanolamine-phosphate phospho-lyase activity,1,1,TRUE
GO:0019103,pyrimidine nucleotide binding,1,2,FALSE
GO:0004654,polyribonucleotide nucleotidyltransferase activity,1,1,TRUE
GO:0001729,ceramide kinase activity,1,1,TRUE
GO:0001727,lipid kinase activity,3,3,TRUE
GO:0052731,phosphocholine phosphatase activity,1,1,TRUE
GO:0052732,phosphoethanolamine phosphatase activity,1,1,TRUE
GO:0017151,DEAD/H-box RNA helicase binding,2,2,TRUE
GO:0061628,H3K27me3 modified histone binding,1,1,TRUE
GO:0070553,nicotinic acid receptor activity,0,1,FALSE
GO:0050646,5-oxo-6E;8Z;11Z;14Z-icosatetraenoic acid binding,1,1,TRUE
GO:0050647,5-hydroxy-6E;8Z;11Z;14Z-icosatetraenoic acid binding,1,1,TRUE
GO:0050648,5(S)-hydroxyperoxy-6E;8Z;11Z;14Z-icosatetraenoic acid binding,1,1,TRUE
GO:0038182,G-protein coupled bile acid receptor activity,0,1,FALSE
GO:0001760,aminocarboxymuconate-semialdehyde decarboxylase activity,1,1,TRUE
GO:0008955,peptidoglycan glycosyltransferase activity,1,1,TRUE
GO:0047237,glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity,1,1,TRUE
GO:0004594,pantothenate kinase activity,3,3,TRUE
GO:0019531,oxalate transmembrane transporter activity,6,10,FALSE
GO:0072354,histone kinase activity (H3-T3 specific),2,2,TRUE
GO:0070506,high-density lipoprotein particle receptor activity,1,1,TRUE
GO:0004142,diacylglycerol cholinephosphotransferase activity,4,4,TRUE
GO:0001691,pseudophosphatase activity,1,2,FALSE
GO:1990444,F-box domain binding,0,1,FALSE
GO:0008962,phosphatidylglycerophosphatase activity,1,1,TRUE
GO:0016433,rRNA (adenine) methyltransferase activity,2,6,FALSE
GO:0000179,rRNA (adenine-N6;N6-)-dimethyltransferase activity,3,3,TRUE
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity,2,2,TRUE
GO:0008941,nitric oxide dioxygenase activity,1,1,TRUE
GO:0016708,oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen; NAD(P)H as one donor; and incorporation of two atoms of oxygen into one donor,1,1,TRUE
GO:0030305,heparanase activity,1,2,FALSE
GO:0015362,high-affinity sodium:dicarboxylate symporter activity,1,1,TRUE
GO:0032296,double-stranded RNA-specific ribonuclease activity,0,4,FALSE
GO:0004525,ribonuclease III activity,4,4,TRUE
GO:0031683,G-protein beta/gamma-subunit complex binding,19,19,TRUE
GO:0004376,glycolipid mannosyltransferase activity,2,3,FALSE
GO:0052836,inositol 5-diphosphate pentakisphosphate 5-kinase activity,3,3,TRUE
GO:0052839,inositol diphosphate tetrakisphosphate kinase activity,3,3,TRUE
GO:0070915,lysophosphatidic acid receptor activity,2,2,TRUE
GO:0000033,alpha-1;3-mannosyltransferase activity,3,3,TRUE
GO:0043924,suramin binding,1,1,TRUE
GO:0034722,gamma-glutamyl-peptidase activity,1,1,TRUE
GO:0106075,peptide N-succinyltransferase activity,1,1,TRUE
GO:0106078,histone succinyltransferase activity,1,1,TRUE
GO:0001616,growth hormone secretagogue receptor activity,1,1,TRUE
GO:0042835,BRE binding,2,2,TRUE
GO:0015127,bilirubin transmembrane transporter activity,1,1,TRUE
GO:0010521,telomerase inhibitor activity,4,4,TRUE
GO:0008507,sodium:iodide symporter activity,1,1,TRUE
GO:0008349,MAP kinase kinase kinase kinase activity,4,4,TRUE
GO:0004361,glutaryl-CoA dehydrogenase activity,1,1,TRUE
GO:0071714,icosanoid transmembrane transporter activity,0,1,FALSE
GO:0015132,prostaglandin transmembrane transporter activity,1,1,TRUE
GO:0070037,rRNA (pseudouridine) methyltransferase activity,1,1,TRUE
GO:0051732,polyribonucleotide kinase activity,1,1,TRUE
GO:0051736,ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,1,1,TRUE
GO:1904288,BAT3 complex binding,2,2,TRUE
GO:1904454,ubiquitin-specific protease activity involved in positive regulation of ERAD pathway,1,1,TRUE
GO:0047150,betaine-homocysteine S-methyltransferase activity,2,2,TRUE
GO:0004411,homogentisate 1;2-dioxygenase activity,1,1,TRUE
GO:0005139,interleukin-7 receptor binding,1,1,TRUE
GO:0008531,riboflavin kinase activity,1,1,TRUE
GO:0047946,glutamine N-acyltransferase activity,0,1,FALSE
GO:0042017,interleukin-22 binding,1,1,TRUE
GO:0042018,interleukin-22 receptor activity,1,1,TRUE
GO:0061654,NEDD8 conjugating enzyme activity,1,1,TRUE
GO:0005462,UDP-N-acetylglucosamine transmembrane transporter activity,2,2,TRUE
GO:0005464,UDP-xylose transmembrane transporter activity,1,1,TRUE
GO:0050694,galactose 3-O-sulfotransferase activity,1,2,FALSE
GO:0050698,proteoglycan sulfotransferase activity,1,2,FALSE
GO:0036080,purine nucleotide-sugar transmembrane transporter activity,2,2,TRUE
GO:0005457,GDP-fucose transmembrane transporter activity,2,2,TRUE
GO:0008792,arginine decarboxylase activity,1,1,TRUE
GO:0015203,polyamine transmembrane transporter activity,0,2,FALSE
GO:0015489,putrescine transmembrane transporter activity,2,2,TRUE
GO:0008418,protein-N-terminal asparagine amidohydrolase activity,1,1,TRUE
GO:0030620,U2 snRNA binding,3,3,TRUE
GO:0031699,beta-3 adrenergic receptor binding,1,1,TRUE
GO:0016300,tRNA (uracil) methyltransferase activity,3,3,TRUE
GO:0019150,D-ribulokinase activity,1,1,TRUE
GO:0004034,aldose 1-epimerase activity,1,1,TRUE
GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,2,2,TRUE
GO:0016434,rRNA (cytosine) methyltransferase activity,0,3,FALSE
GO:0004633,phosphopantothenoylcysteine decarboxylase activity,1,1,TRUE
GO:0015218,pyrimidine nucleotide transmembrane transporter activity,2,2,TRUE
GO:0035473,lipase binding,2,2,TRUE
GO:0030171,voltage-gated proton channel activity,1,1,TRUE
GO:0035870,dITP diphosphatase activity,2,2,TRUE
GO:0050897,cobalt ion binding,4,4,TRUE
GO:0097382,deoxynucleoside-diphosphatase activity,1,1,TRUE
GO:0097383,dIDP diphosphatase activity,1,1,TRUE
GO:1901640,XTP binding,1,1,TRUE
GO:1901641,ITP binding,1,1,TRUE
GO:1990003,IDP phosphatase activity,1,1,TRUE
GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,1,1,TRUE
GO:0016855,racemase and epimerase activity; acting on amino acids and derivatives,2,2,TRUE
GO:0018112,proline racemase activity,1,1,TRUE
GO:0036361,racemase activity; acting on amino acids and derivatives,2,2,TRUE
GO:0047661,amino-acid racemase activity,2,2,TRUE
GO:0008265,Mo-molybdopterin cofactor sulfurase activity,1,1,TRUE
GO:0008817,cob(I)yrinic acid a;c-diamide adenosyltransferase activity,1,1,TRUE
GO:0004577,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity,2,2,TRUE
GO:1990174,phosphodiesterase decapping endonuclease activity,1,1,TRUE
GO:0106105,Ala-tRNA(Thr) hydrolase activity,1,1,TRUE
GO:0031871,proteinase activated receptor binding,1,1,TRUE
GO:0008973,phosphopentomutase activity,1,1,TRUE
GO:0033883,pyridoxal phosphatase activity,1,1,TRUE
GO:0046570,methylthioribulose 1-phosphate dehydratase activity,1,1,TRUE
GO:0070773,protein-N-terminal glutamine amidohydrolase activity,1,1,TRUE
GO:0070139,SUMO-specific endopeptidase activity,4,4,TRUE
GO:0070137,ubiquitin-like protein-specific endopeptidase activity,0,4,FALSE
GO:0009000,selenocysteine lyase activity,1,1,TRUE
GO:0004776,succinate-CoA ligase (GDP-forming) activity,2,2,TRUE
GO:0004774,succinate-CoA ligase activity,3,3,TRUE
GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,1,1,TRUE
GO:0017089,glycolipid transporter activity,2,2,TRUE
GO:0019826,oxygen sensor activity,3,3,TRUE
GO:0047220,galactosylxylosylprotein 3-beta-galactosyltransferase activity,1,1,TRUE
GO:0035241,protein-arginine omega-N monomethyltransferase activity,5,5,TRUE
GO:0070611,histone methyltransferase activity (H3-R2 specific),1,1,TRUE
GO:0070612,histone methyltransferase activity (H2A-R3 specific),1,1,TRUE
GO:1990595,mast cell secretagogue receptor activity,1,1,TRUE
GO:0003896,DNA primase activity,3,3,TRUE
GO:0016153,urocanate hydratase activity,1,1,TRUE
GO:0015350,methotrexate transmembrane transporter activity,1,1,TRUE
GO:0047186,N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity,1,1,TRUE
GO:0000831,inositol hexakisphosphate 6-kinase activity,1,1,TRUE
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,2,4,FALSE
GO:0004493,methylmalonyl-CoA epimerase activity,1,1,TRUE
GO:0071890,bicarbonate binding,1,1,TRUE
GO:0004810,tRNA adenylyltransferase activity,1,1,TRUE
GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity,1,1,TRUE
GO:1990930,RNA N1-methyladenosine dioxygenase activity,1,1,TRUE
GO:0008510,sodium:bicarbonate symporter activity,5,6,FALSE
GO:0005365,myo-inositol transmembrane transporter activity,0,1,FALSE
GO:0005366,myo-inositol:proton symporter activity,0,1,FALSE
GO:0030337,DNA polymerase processivity factor activity,2,2,TRUE
GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity,1,1,TRUE
GO:1902122,chenodeoxycholic acid binding,1,1,TRUE
GO:0004075,biotin carboxylase activity,1,1,TRUE
GO:0004485,methylcrotonoyl-CoA carboxylase activity,2,2,TRUE
GO:0001716,L-amino-acid oxidase activity,0,1,FALSE
GO:0071164,RNA trimethylguanosine synthase activity,1,1,TRUE
GO:0031434,mitogen-activated protein kinase kinase binding,3,3,TRUE
GO:0047800,cysteamine dioxygenase activity,1,1,TRUE
GO:0016412,serine O-acyltransferase activity,0,1,FALSE
GO:0046403,polynucleotide 3'-phosphatase activity,1,1,TRUE
GO:0015386,potassium:proton antiporter activity,10,11,FALSE
GO:0031493,nucleosomal histone binding,2,2,TRUE
GO:0033791,3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity,1,1,TRUE
GO:0004306,ethanolamine-phosphate cytidylyltransferase activity,1,1,TRUE
GO:0071987,WD40-repeat domain binding,1,1,TRUE
GO:0015922,aspartate oxidase activity,0,1,FALSE
GO:0008445,D-aspartate oxidase activity,1,1,TRUE
GO:0036470,tyrosine 3-monooxygenase activator activity,1,1,TRUE
GO:0036478,L-dopa decarboxylase activator activity,1,1,TRUE
GO:0036524,protein deglycase activity,1,1,TRUE
GO:0045340,mercury ion binding,1,1,TRUE
GO:0030379,neurotensin receptor activity; non-G-protein coupled,1,1,TRUE
GO:0017082,mineralocorticoid receptor activity,0,1,FALSE
GO:0000171,ribonuclease MRP activity,2,2,TRUE
GO:0016781,phosphotransferase activity; paired acceptors,0,2,FALSE
GO:0004756,selenide; water dikinase activity,2,2,TRUE
GO:0005290,L-histidine transmembrane transporter activity,3,3,TRUE
GO:0015182,L-asparagine transmembrane transporter activity,2,2,TRUE
GO:0042084,5-methyltetrahydrofolate-dependent methyltransferase activity,0,1,FALSE
GO:0008705,methionine synthase activity,1,1,TRUE
GO:0008709,cholate 7-alpha-dehydrogenase activity,1,1,TRUE
GO:0015633,zinc-transporting ATPase activity,1,1,TRUE
GO:0031996,thioesterase binding,1,1,TRUE
GO:0005298,proline:sodium symporter activity,1,2,FALSE
GO:0035175,histone kinase activity (H3-S10 specific),1,1,TRUE
GO:0061730,C-rich strand telomeric DNA binding,1,1,TRUE
GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity,1,1,TRUE
GO:0000210,NAD+ diphosphatase activity,1,1,TRUE
GO:0035529,NADH pyrophosphatase activity,2,3,FALSE
GO:0015139,alpha-ketoglutarate transmembrane transporter activity,1,1,TRUE
GO:0043843,ADP-specific glucokinase activity,1,1,TRUE
GO:0042947,glucoside transmembrane transporter activity,1,1,TRUE
GO:0008783,agmatinase activity,1,1,TRUE
GO:0019187,beta-1;4-mannosyltransferase activity,1,1,TRUE
GO:0004578,chitobiosyldiphosphodolichol beta-mannosyltransferase activity,1,1,TRUE
GO:0035651,AP-3 adaptor complex binding,1,1,TRUE
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,1,1,TRUE
GO:0050333,thiamin-triphosphatase activity,1,1,TRUE
GO:0016430,tRNA (adenine-N6-)-methyltransferase activity,1,1,TRUE
GO:0019135,deoxyhypusine monooxygenase activity,1,1,TRUE
GO:0008251,tRNA-specific adenosine deaminase activity,6,7,FALSE
GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity,1,1,TRUE
GO:0010309,acireductone dioxygenase [iron(II)-requiring] activity,1,1,TRUE
GO:0019166,trans-2-enoyl-CoA reductase (NADPH) activity,3,3,TRUE
GO:0071885,N-terminal protein N-methyltransferase activity,1,2,FALSE
GO:0044603,protein adenylylhydrolase activity,1,1,TRUE
GO:0070733,protein adenylyltransferase activity,1,1,TRUE
GO:0004583,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,2,2,TRUE
GO:0061929,gamma-glutamylaminecyclotransferase activity,1,1,TRUE
GO:0019144,ADP-sugar diphosphatase activity,2,2,TRUE
GO:0097158,pre-mRNA intronic pyrimidine-rich binding,1,1,TRUE
GO:0120153,calcium-dependent carbohydrate binding,1,1,TRUE
GO:1990715,mRNA CDS binding,2,2,TRUE
GO:0008747,N-acetylneuraminate lyase activity,1,1,TRUE
GO:0000064,L-ornithine transmembrane transporter activity,5,5,TRUE
GO:0008479,queuine tRNA-ribosyltransferase activity,2,2,TRUE
GO:0004452,isopentenyl-diphosphate delta-isomerase activity,2,2,TRUE
GO:0015499,formate transmembrane transporter activity,1,1,TRUE
GO:0015660,formate efflux transmembrane transporter activity,1,1,TRUE
GO:0036220,ITP diphosphatase activity,1,1,TRUE
GO:0036222,XTP diphosphatase activity,1,1,TRUE
GO:0030160,GKAP/Homer scaffold activity,3,3,TRUE
GO:0046921,alpha-(1->6)-fucosyltransferase activity,1,1,TRUE
GO:0008424,glycoprotein 6-alpha-L-fucosyltransferase activity,1,1,TRUE
GO:0008457,beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1;3-acetylglucosaminyltransferase activity,1,1,TRUE
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,3,3,TRUE
GO:0038131,neuregulin receptor activity,2,2,TRUE
GO:0008271,secondary active sulfate transmembrane transporter activity,1,2,FALSE
GO:0015382,sodium:sulfate symporter activity,1,2,FALSE
GO:0035516,oxidative DNA demethylase activity,1,1,TRUE
GO:1990931,RNA N6-methyladenosine dioxygenase activity,1,1,TRUE
GO:0071532,ankyrin repeat binding,2,2,TRUE
GO:0001607,neuromedin U receptor activity,2,2,TRUE
GO:0042924,neuromedin U binding,2,2,TRUE
GO:0008721,D-serine ammonia-lyase activity,1,1,TRUE
GO:0018114,threonine racemase activity,1,1,TRUE
GO:0030378,serine racemase activity,1,1,TRUE
GO:0097682,intracellular phosphatidylinositol-3;5-bisphosphate-sensitive cation channel activity,1,1,TRUE
GO:0005307,choline:sodium symporter activity,1,1,TRUE
