GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0046784,viral mRNA export from host cell nucleus,8,8,TRUE
GO:1901977,negative regulation of cell cycle checkpoint,3,5,FALSE
GO:2000002,negative regulation of DNA damage checkpoint,3,4,FALSE
GO:0008057,eye pigment granule organization,1,1,TRUE
GO:0014916,regulation of lung blood pressure,1,1,TRUE
GO:0071387,cellular response to cortisol stimulus,1,1,TRUE
GO:0099156,cell-cell signaling via exosome,1,1,TRUE
GO:0051835,positive regulation of synapse structural plasticity,3,3,TRUE
GO:0002152,bile acid conjugation,1,1,TRUE
GO:1904960,positive regulation of cytochrome-c oxidase activity,1,1,TRUE
GO:1904732,regulation of electron transfer activity,0,2,FALSE
GO:1904959,regulation of cytochrome-c oxidase activity,0,1,FALSE
GO:1904734,positive regulation of electron transfer activity,0,1,FALSE
GO:1905671,regulation of lysosome organization,2,2,TRUE
GO:0021541,ammon gyrus development,1,1,TRUE
GO:0042231,interleukin-13 biosynthetic process,1,2,FALSE
GO:0003164,His-Purkinje system development,0,1,FALSE
GO:0003165,Purkinje myocyte development,1,1,TRUE
GO:0001732,formation of cytoplasmic translation initiation complex,1,1,TRUE
GO:0070572,positive regulation of neuron projection regeneration,0,2,FALSE
GO:0048680,positive regulation of axon regeneration,2,2,TRUE
GO:0098530,positive regulation of strand invasion,1,1,TRUE
GO:0060542,regulation of strand invasion,0,1,FALSE
GO:1904617,negative regulation of actin binding,0,1,FALSE
GO:1904530,negative regulation of actin filament binding,1,1,TRUE
GO:0072393,microtubule anchoring at microtubule organizing center,11,11,TRUE
GO:0034454,microtubule anchoring at centrosome,9,9,TRUE
GO:0099558,maintenance of synapse structure,2,2,TRUE
GO:1900260,negative regulation of RNA-directed 5'-3' RNA polymerase activity,1,1,TRUE
GO:1900259,regulation of RNA-directed 5'-3' RNA polymerase activity,0,1,FALSE
GO:1903905,positive regulation of establishment of T cell polarity,2,2,TRUE
GO:0071307,cellular response to vitamin K,2,2,TRUE
GO:0032571,response to vitamin K,2,2,TRUE
GO:1900142,negative regulation of oligodendrocyte apoptotic process,1,1,TRUE
GO:1900141,regulation of oligodendrocyte apoptotic process,0,1,FALSE
GO:1900165,negative regulation of interleukin-6 secretion,6,6,TRUE
GO:2000270,negative regulation of fibroblast apoptotic process,2,2,TRUE
GO:2000532,regulation of renal albumin absorption,0,2,FALSE
GO:0097018,renal albumin absorption,0,2,FALSE
GO:2000533,negative regulation of renal albumin absorption,1,1,TRUE
GO:0021861,forebrain radial glial cell differentiation,4,4,TRUE
GO:0045977,positive regulation of mitotic cell cycle; embryonic,1,1,TRUE
GO:2000978,negative regulation of forebrain neuron differentiation,1,1,TRUE
GO:2000977,regulation of forebrain neuron differentiation,0,2,FALSE
GO:0007321,sperm displacement,0,1,FALSE
GO:0046692,sperm competition,0,1,FALSE
GO:0003360,brainstem development,3,3,TRUE
GO:2000393,negative regulation of lamellipodium morphogenesis,2,2,TRUE
GO:0006642,triglyceride mobilization,3,3,TRUE
GO:1903911,positive regulation of receptor clustering,0,1,FALSE
GO:1904395,positive regulation of skeletal muscle acetylcholine-gated channel clustering,1,1,TRUE
GO:0040010,positive regulation of growth rate,1,1,TRUE
GO:0010701,positive regulation of norepinephrine secretion,2,2,TRUE
GO:1905793,protein localization to pericentriolar material,2,2,TRUE
GO:0039506,modulation by virus of host molecular function,0,1,FALSE
GO:0052055,modulation by symbiont of host molecular function,0,1,FALSE
GO:0039516,modulation by virus of host catalytic activity,0,1,FALSE
GO:0052056,negative regulation by symbiont of host molecular function,0,1,FALSE
GO:0039650,suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process,1,1,TRUE
GO:0052053,negative regulation by symbiont of host catalytic activity,0,1,FALSE
GO:0039513,suppression by virus of host catalytic activity,0,1,FALSE
GO:0052148,modulation by symbiont of host catalytic activity,0,1,FALSE
GO:0039507,suppression by virus of host molecular function,0,1,FALSE
GO:0060715,syncytiotrophoblast cell differentiation involved in labyrinthine layer development,1,1,TRUE
GO:0017196,N-terminal peptidyl-methionine acetylation,5,6,FALSE
GO:0014050,negative regulation of glutamate secretion,5,5,TRUE
GO:0014048,regulation of glutamate secretion,5,6,FALSE
GO:0055048,anastral spindle assembly,1,1,TRUE
GO:0071988,protein localization to spindle pole body,0,1,FALSE
GO:1902365,positive regulation of protein localization to spindle pole body,1,1,TRUE
GO:1902363,regulation of protein localization to spindle pole body,1,1,TRUE
GO:0110028,positive regulation of mitotic spindle organization,0,1,FALSE
GO:1902846,positive regulation of mitotic spindle elongation,1,1,TRUE
GO:0032887,regulation of spindle elongation,1,1,TRUE
GO:0032888,regulation of mitotic spindle elongation,1,1,TRUE
GO:0046604,positive regulation of mitotic centrosome separation,2,2,TRUE
GO:1904780,negative regulation of protein localization to centrosome,2,2,TRUE
GO:0044528,regulation of mitochondrial mRNA stability,4,4,TRUE
GO:0080009,mRNA methylation,12,12,TRUE
GO:0016556,mRNA modification,0,17,FALSE
GO:1903586,positive regulation of histone deubiquitination,1,1,TRUE
GO:1903584,regulation of histone deubiquitination,0,1,FALSE
GO:0052027,modulation by symbiont of host signal transduction pathway,0,1,FALSE
GO:0085032,modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade,1,1,TRUE
GO:0006429,leucyl-tRNA aminoacylation,2,2,TRUE
GO:0002038,positive regulation of L-glutamate import across plasma membrane,1,1,TRUE
GO:0051957,positive regulation of amino acid transport,1,4,FALSE
GO:1990809,endoplasmic reticulum tubular network membrane organization,4,4,TRUE
GO:1903294,regulation of glutamate secretion; neurotransmission,0,1,FALSE
GO:0061646,positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization,1,1,TRUE
GO:0014049,positive regulation of glutamate secretion,0,1,FALSE
GO:1903296,positive regulation of glutamate secretion; neurotransmission,0,1,FALSE
GO:0061535,glutamate secretion; neurotransmission,0,1,FALSE
GO:1903233,regulation of calcium ion-dependent exocytosis of neurotransmitter,1,1,TRUE
GO:1903373,positive regulation of endoplasmic reticulum tubular network organization,4,4,TRUE
GO:0006430,lysyl-tRNA aminoacylation,1,1,TRUE
GO:0021685,cerebellar granular layer structural organization,1,1,TRUE
GO:0043461,proton-transporting ATP synthase complex assembly,5,5,TRUE
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,4,4,TRUE
GO:0099532,synaptic vesicle endosomal processing,0,2,FALSE
GO:0016189,synaptic vesicle to endosome fusion,1,1,TRUE
GO:1905834,response to pyrimidine ribonucleotide,0,1,FALSE
GO:1905835,cellular response to pyrimidine ribonucleotide,1,1,TRUE
GO:0097411,hypoxia-inducible factor-1alpha signaling pathway,2,3,FALSE
GO:0007089,traversing start control point of mitotic cell cycle,2,2,TRUE
GO:0022027,interkinetic nuclear migration,3,3,TRUE
GO:0071344,diphosphate metabolic process,2,2,TRUE
GO:0034213,quinolinate catabolic process,1,1,TRUE
GO:0061026,cardiac muscle tissue regeneration,1,1,TRUE
GO:0045082,positive regulation of interleukin-10 biosynthetic process,1,1,TRUE
GO:0042091,interleukin-10 biosynthetic process,0,2,FALSE
GO:0045074,regulation of interleukin-10 biosynthetic process,0,2,FALSE
GO:0045366,regulation of interleukin-13 biosynthetic process,0,1,FALSE
GO:0045368,positive regulation of interleukin-13 biosynthetic process,1,1,TRUE
GO:1900753,doxorubicin transport,1,1,TRUE
GO:0042891,antibiotic transport,0,7,FALSE
GO:1901656,glycoside transport,0,1,FALSE
GO:2000491,positive regulation of hepatic stellate cell activation,1,1,TRUE
GO:2000489,regulation of hepatic stellate cell activation,0,1,FALSE
GO:0035733,hepatic stellate cell activation,0,1,FALSE
GO:0072537,fibroblast activation,3,4,FALSE
GO:0007228,positive regulation of hh target transcription factor activity,3,3,TRUE
GO:0007227,signal transduction downstream of smoothened,0,3,FALSE
GO:0065001,specification of axis polarity,3,3,TRUE
GO:0009949,polarity specification of anterior/posterior axis,1,1,TRUE
GO:0033092,positive regulation of immature T cell proliferation in thymus,2,2,TRUE
GO:0033091,positive regulation of immature T cell proliferation,0,2,FALSE
GO:0060738,epithelial-mesenchymal signaling involved in prostate gland development,1,1,TRUE
GO:0061190,regulation of sclerotome development,0,1,FALSE
GO:0061189,positive regulation of sclerotome development,1,1,TRUE
GO:1900107,regulation of nodal signaling pathway,1,7,FALSE
GO:1900175,regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,1,5,FALSE
GO:1900145,regulation of nodal signaling pathway involved in determination of left/right asymmetry,1,5,FALSE
GO:1905899,regulation of smooth muscle tissue development,0,1,FALSE
GO:2000061,regulation of ureter smooth muscle cell differentiation,0,1,FALSE
GO:2000062,negative regulation of ureter smooth muscle cell differentiation,1,1,TRUE
GO:1905900,negative regulation of smooth muscle tissue development,0,1,FALSE
GO:2000063,positive regulation of ureter smooth muscle cell differentiation,1,1,TRUE
GO:1905901,positive regulation of smooth muscle tissue development,0,1,FALSE
GO:2000356,regulation of kidney smooth muscle cell differentiation,0,1,FALSE
GO:2000357,negative regulation of kidney smooth muscle cell differentiation,1,1,TRUE
GO:0072195,kidney smooth muscle cell differentiation,0,1,FALSE
GO:2000358,positive regulation of kidney smooth muscle cell differentiation,1,1,TRUE
GO:2000729,positive regulation of mesenchymal cell proliferation involved in ureter development,1,1,TRUE
GO:0060232,delamination,2,4,FALSE
GO:0003335,corneocyte development,0,1,FALSE
GO:0003336,corneocyte desquamation,1,1,TRUE
GO:0003334,keratinocyte development,1,2,FALSE
GO:1905715,regulation of cornification,0,1,FALSE
GO:1905716,negative regulation of cornification,1,1,TRUE
GO:0000296,spermine transport,1,1,TRUE
GO:0031627,telomeric loop formation,2,2,TRUE
GO:0072695,regulation of DNA recombination at telomere,0,2,FALSE
GO:0048239,negative regulation of DNA recombination at telomere,1,2,FALSE
GO:0045950,negative regulation of mitotic recombination,2,3,FALSE
GO:0032207,regulation of telomere maintenance via recombination,0,1,FALSE
GO:0032208,negative regulation of telomere maintenance via recombination,1,1,TRUE
GO:1903770,negative regulation of beta-galactosidase activity,1,1,TRUE
GO:1903823,telomere single strand break repair,0,1,FALSE
GO:1903824,negative regulation of telomere single strand break repair,1,1,TRUE
GO:1903517,negative regulation of single strand break repair,1,1,TRUE
GO:0035087,siRNA loading onto RISC involved in RNA interference,4,4,TRUE
GO:0002154,thyroid hormone mediated signaling pathway,1,2,FALSE
GO:0060414,aorta smooth muscle tissue morphogenesis,2,2,TRUE
GO:0006971,hypotonic response,6,6,TRUE
GO:0071476,cellular hypotonic response,4,5,FALSE
GO:0060369,positive regulation of Fc receptor mediated stimulatory signaling pathway,1,1,TRUE
GO:0000431,regulation of transcription from RNA polymerase II promoter by galactose,0,1,FALSE
GO:0000411,positive regulation of transcription by galactose,1,1,TRUE
GO:0000409,regulation of transcription by galactose,1,1,TRUE
GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,1,1,TRUE
GO:0048340,paraxial mesoderm morphogenesis,1,2,FALSE
GO:0048339,paraxial mesoderm development,0,2,FALSE
GO:1900224,positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,2,2,TRUE
GO:0072718,response to cisplatin,0,3,FALSE
GO:0072719,cellular response to cisplatin,3,3,TRUE
GO:0070994,detection of oxidative stress,1,1,TRUE
GO:0072244,metanephric glomerular epithelium development,0,2,FALSE
GO:0072248,metanephric glomerular visceral epithelial cell differentiation,0,2,FALSE
GO:2000478,positive regulation of metanephric glomerular visceral epithelial cell development,1,1,TRUE
GO:0072312,metanephric glomerular epithelial cell differentiation,0,2,FALSE
GO:0072249,metanephric glomerular visceral epithelial cell development,1,2,FALSE
GO:2000477,regulation of metanephric glomerular visceral epithelial cell development,0,1,FALSE
GO:0072313,metanephric glomerular epithelial cell development,0,2,FALSE
GO:2000534,positive regulation of renal albumin absorption,1,1,TRUE
GO:2000583,regulation of platelet-derived growth factor receptor-alpha signaling pathway,0,1,FALSE
GO:2000584,negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,1,1,TRUE
GO:2000590,negative regulation of metanephric mesenchymal cell migration,1,1,TRUE
GO:2001206,positive regulation of osteoclast development,1,1,TRUE
GO:1904059,regulation of locomotor rhythm,1,1,TRUE
GO:0007624,ultradian rhythm,1,1,TRUE
GO:0035407,histone H3-T11 phosphorylation,1,1,TRUE
GO:0016122,xanthophyll metabolic process,0,1,FALSE
GO:0016109,tetraterpenoid biosynthetic process,1,1,TRUE
GO:0016117,carotenoid biosynthetic process,1,1,TRUE
GO:0016116,carotenoid metabolic process,0,2,FALSE
GO:1901827,zeaxanthin biosynthetic process,1,1,TRUE
GO:1901825,zeaxanthin metabolic process,0,1,FALSE
GO:0016108,tetraterpenoid metabolic process,1,2,FALSE
GO:0016123,xanthophyll biosynthetic process,1,1,TRUE
GO:0009785,blue light signaling pathway,2,2,TRUE
GO:0071483,cellular response to blue light,0,2,FALSE
GO:0009637,response to blue light,0,2,FALSE
GO:0097396,response to interleukin-17,0,8,FALSE
GO:0097398,cellular response to interleukin-17,0,8,FALSE
GO:0097400,interleukin-17-mediated signaling pathway,7,8,FALSE
GO:0002372,myeloid dendritic cell cytokine production,1,1,TRUE
GO:0032812,positive regulation of epinephrine secretion,2,2,TRUE
GO:0000492,box C/D snoRNP assembly,7,7,TRUE
GO:0000491,small nucleolar ribonucleoprotein complex assembly,9,9,TRUE
GO:0010722,regulation of ferrochelatase activity,1,1,TRUE
GO:0018282,metal incorporation into metallo-sulfur cluster,0,2,FALSE
GO:0018283,iron incorporation into metallo-sulfur cluster,2,2,TRUE
GO:1904229,regulation of succinate dehydrogenase activity,0,2,FALSE
GO:1904231,positive regulation of succinate dehydrogenase activity,1,2,FALSE
GO:1904232,regulation of aconitate hydratase activity,0,2,FALSE
GO:1904234,positive regulation of aconitate hydratase activity,1,2,FALSE
GO:0009744,response to sucrose,4,4,TRUE
GO:0071324,cellular response to disaccharide stimulus,0,1,FALSE
GO:0071329,cellular response to sucrose stimulus,1,1,TRUE
GO:0034285,response to disaccharide,4,4,TRUE
GO:1990262,anti-Mullerian hormone signaling pathway,1,2,FALSE
GO:0060678,dichotomous subdivision of terminal units involved in ureteric bud branching,1,1,TRUE
GO:0072127,renal capsule development,1,1,TRUE
GO:0072213,metanephric capsule development,1,1,TRUE
GO:0072267,metanephric capsule specification,1,1,TRUE
GO:0072128,renal capsule morphogenesis,0,1,FALSE
GO:0072129,renal capsule formation,0,1,FALSE
GO:0072265,metanephric capsule morphogenesis,0,1,FALSE
GO:0072130,renal capsule specification,1,1,TRUE
GO:0072266,metanephric capsule formation,0,1,FALSE
GO:0072268,pattern specification involved in metanephros development,1,2,FALSE
GO:0034516,response to vitamin B6,1,1,TRUE
GO:0043420,anthranilate metabolic process,1,1,TRUE
GO:0035928,rRNA import into mitochondrion,3,3,TRUE
GO:0051029,rRNA transport,4,6,FALSE
GO:0035927,RNA import into mitochondrion,5,5,TRUE
GO:0017186,peptidyl-pyroglutamic acid biosynthetic process; using glutaminyl-peptide cyclotransferase,2,2,TRUE
GO:0036060,slit diaphragm assembly,1,1,TRUE
GO:0036058,filtration diaphragm assembly,1,1,TRUE
GO:1904692,positive regulation of type B pancreatic cell proliferation,1,1,TRUE
GO:0008617,guanosine metabolic process,1,1,TRUE
GO:0046122,purine deoxyribonucleoside metabolic process,1,1,TRUE
GO:0042412,taurine biosynthetic process,1,1,TRUE
GO:0046305,alkanesulfonate biosynthetic process,0,1,FALSE
GO:0070175,positive regulation of enamel mineralization,3,4,FALSE
GO:0042488,positive regulation of odontogenesis of dentin-containing tooth,3,4,FALSE
GO:1902225,negative regulation of acrosome reaction,0,1,FALSE
GO:0032815,negative regulation of natural killer cell activation,1,6,FALSE
GO:1901097,negative regulation of autophagosome maturation,4,4,TRUE
GO:1904263,positive regulation of TORC1 signaling,10,10,TRUE
GO:1904766,negative regulation of macroautophagy by TORC1 signaling,1,1,TRUE
GO:0048749,compound eye development,1,2,FALSE
GO:0048058,compound eye corneal lens development,1,1,TRUE
GO:0010938,cytoplasmic microtubule depolymerization,0,1,FALSE
GO:0061523,cilium disassembly,0,1,FALSE
GO:0060404,axonemal microtubule depolymerization,0,1,FALSE
GO:0070462,plus-end specific microtubule depolymerization,0,1,FALSE
GO:0002589,regulation of antigen processing and presentation of peptide antigen via MHC class I,0,2,FALSE
GO:1904283,negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I,1,1,TRUE
GO:0002590,negative regulation of antigen processing and presentation of peptide antigen via MHC class I,2,2,TRUE
GO:1904282,regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I,0,1,FALSE
GO:0002528,regulation of vascular permeability involved in acute inflammatory response,2,2,TRUE
GO:0070900,mitochondrial tRNA modification,1,6,FALSE
GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,1,9,FALSE
GO:0070901,mitochondrial tRNA methylation,2,3,FALSE
GO:1900864,mitochondrial RNA modification,0,6,FALSE
GO:0060819,inactivation of X chromosome by genetic imprinting,3,3,TRUE
GO:0045141,meiotic telomere clustering,2,3,FALSE
GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation,0,3,FALSE
GO:0034397,telomere localization,3,4,FALSE
GO:0044821,meiotic telomere tethering at nuclear periphery,0,3,FALSE
GO:0070197,meiotic attachment of telomere to nuclear envelope,2,3,FALSE
GO:0097240,chromosome attachment to the nuclear envelope,2,3,FALSE
GO:0034398,telomere tethering at nuclear periphery,1,4,FALSE
GO:0034334,adherens junction maintenance,5,5,TRUE
GO:0015917,aminophospholipid transport,3,3,TRUE
GO:0021943,formation of radial glial scaffolds,2,2,TRUE
GO:0033595,response to genistein,0,1,FALSE
GO:0033594,response to hydroxyisoflavone,0,1,FALSE
GO:0071413,cellular response to hydroxyisoflavone,0,1,FALSE
GO:0071412,cellular response to genistein,1,1,TRUE
GO:0080184,response to phenylpropanoid,0,1,FALSE
GO:1905546,cellular response to phenylpropanoid,0,1,FALSE
GO:0016256,N-glycan processing to lysosome,1,1,TRUE
GO:0007056,spindle assembly involved in female meiosis,1,1,TRUE
GO:1902216,positive regulation of interleukin-4-mediated signaling pathway,2,2,TRUE
GO:1902214,regulation of interleukin-4-mediated signaling pathway,0,2,FALSE
GO:0006311,meiotic gene conversion,3,4,FALSE
GO:0035822,gene conversion,4,5,FALSE
GO:0051026,chiasma assembly,4,4,TRUE
GO:0035524,proline transmembrane transport,2,4,FALSE
GO:0000719,photoreactive repair,1,1,TRUE
GO:0006290,pyrimidine dimer repair,4,5,FALSE
GO:0003356,regulation of cilium beat frequency,8,10,FALSE
GO:0090410,malonate catabolic process,1,1,TRUE
GO:0035590,purinergic nucleotide receptor signaling pathway,3,3,TRUE
GO:0097045,phosphatidylserine exposure on blood platelet,1,1,TRUE
GO:0015742,alpha-ketoglutarate transport,1,1,TRUE
GO:0097254,renal tubular secretion,1,1,TRUE
GO:1900620,acetate ester biosynthetic process,0,3,FALSE
GO:0008292,acetylcholine biosynthetic process,2,3,FALSE
GO:0015871,choline transport,4,5,FALSE
GO:0030974,thiamine pyrophosphate transmembrane transport,1,2,FALSE
GO:0048840,otolith development,0,1,FALSE
GO:0032474,otolith morphogenesis,0,1,FALSE
GO:0032475,otolith formation,0,1,FALSE
GO:0048882,lateral line development,0,1,FALSE
GO:0048886,neuromast hair cell differentiation,0,1,FALSE
GO:0048925,lateral line system development,0,2,FALSE
GO:0035675,neuromast hair cell development,0,1,FALSE
GO:0048884,neuromast development,0,1,FALSE
GO:0010452,histone H3-K36 methylation,4,8,FALSE
GO:0097676,histone H3-K36 dimethylation,3,3,TRUE
GO:2001034,positive regulation of double-strand break repair via nonhomologous end joining,8,8,TRUE
GO:0055129,L-proline biosynthetic process,1,1,TRUE
GO:0001188,RNA polymerase I transcriptional preinitiation complex assembly,1,1,TRUE
GO:0061668,mitochondrial ribosome assembly,3,6,FALSE
GO:0034421,post-translational protein acetylation,3,3,TRUE
GO:0001207,histone displacement,1,1,TRUE
GO:0051037,regulation of transcription involved in meiotic cell cycle,0,1,FALSE
GO:0051039,positive regulation of transcription involved in meiotic cell cycle,1,1,TRUE
GO:0010025,wax biosynthetic process,2,4,FALSE
GO:0010166,wax metabolic process,2,4,FALSE
GO:0015766,disaccharide transport,2,3,FALSE
GO:0015770,sucrose transport,2,3,FALSE
GO:0015772,oligosaccharide transport,2,3,FALSE
GO:0000294,nuclear-transcribed mRNA catabolic process; endonucleolytic cleavage-dependent decay,2,2,TRUE
GO:1902714,negative regulation of interferon-gamma secretion,3,3,TRUE
GO:1904636,response to ionomycin,0,1,FALSE
GO:1904637,cellular response to ionomycin,1,1,TRUE
GO:0071362,cellular response to ether,1,2,FALSE
GO:2000627,positive regulation of miRNA catabolic process,2,2,TRUE
GO:2000625,regulation of miRNA catabolic process,0,3,FALSE
GO:1903445,protein transport from ciliary membrane to plasma membrane,2,2,TRUE
GO:0071494,cellular response to UV-C,2,2,TRUE
GO:0036292,DNA rewinding,2,2,TRUE
GO:1901980,positive regulation of inward rectifier potassium channel activity,1,1,TRUE
GO:0048570,notochord morphogenesis,0,1,FALSE
GO:0014028,notochord formation,1,1,TRUE
GO:0055111,ingression involved in gastrulation with mouth forming second,1,1,TRUE
GO:0006424,glutamyl-tRNA aminoacylation,1,1,TRUE
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,1,7,FALSE
GO:0032485,regulation of Ral protein signal transduction,1,1,TRUE
GO:0032484,Ral protein signal transduction,0,1,FALSE
GO:0042774,plasma membrane ATP synthesis coupled electron transport,1,1,TRUE
GO:0070143,mitochondrial alanyl-tRNA aminoacylation,1,1,TRUE
GO:0007288,sperm axoneme assembly,4,4,TRUE
GO:0048203,vesicle targeting; trans-Golgi to endosome,2,2,TRUE
GO:0090283,regulation of protein glycosylation in Golgi,0,3,FALSE
GO:0033578,protein glycosylation in Golgi,0,3,FALSE
GO:0060051,negative regulation of protein glycosylation,1,2,FALSE
GO:0090285,negative regulation of protein glycosylation in Golgi,1,2,FALSE
GO:1902823,negative regulation of late endosome to lysosome transport,2,2,TRUE
GO:1903336,negative regulation of vacuolar transport,0,2,FALSE
GO:1903125,negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation,1,1,TRUE
GO:1903123,regulation of thioredoxin peroxidase activity,0,1,FALSE
GO:1903124,negative regulation of thioredoxin peroxidase activity,0,1,FALSE
GO:2000469,negative regulation of peroxidase activity,0,1,FALSE
GO:1903216,regulation of protein processing involved in protein targeting to mitochondrion,0,1,FALSE
GO:1903217,negative regulation of protein processing involved in protein targeting to mitochondrion,1,1,TRUE
GO:1904887,Wnt signalosome assembly,1,1,TRUE
GO:2000172,regulation of branching morphogenesis of a nerve,2,3,FALSE
GO:0071929,alpha-tubulin acetylation,1,1,TRUE
GO:0090521,glomerular visceral epithelial cell migration,3,3,TRUE
GO:0097298,regulation of nucleus size,1,1,TRUE
GO:1900108,negative regulation of nodal signaling pathway,1,3,FALSE
GO:0031643,positive regulation of myelination,5,6,FALSE
GO:0032290,peripheral nervous system myelin formation,1,2,FALSE
GO:0044313,protein K6-linked deubiquitination,3,3,TRUE
GO:1990167,protein K27-linked deubiquitination,3,3,TRUE
GO:2000056,regulation of Wnt signaling pathway involved in digestive tract morphogenesis,0,1,FALSE
GO:2000057,negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis,0,1,FALSE
GO:0044333,Wnt signaling pathway involved in digestive tract morphogenesis,0,1,FALSE
GO:0051684,maintenance of Golgi location,3,3,TRUE
GO:0034773,histone H4-K20 trimethylation,1,1,TRUE
GO:0098532,histone H3-K27 trimethylation,4,5,FALSE
GO:0030242,autophagy of peroxisome,5,5,TRUE
GO:0061357,positive regulation of Wnt protein secretion,2,2,TRUE
GO:0016180,snRNA processing,27,30,FALSE
GO:1902389,ceramide 1-phosphate transport,1,1,TRUE
GO:0071076,RNA 3' uridylation,2,2,TRUE
GO:1990074,polyuridylation-dependent mRNA catabolic process,3,3,TRUE
GO:0002635,negative regulation of germinal center formation,2,2,TRUE
GO:0009186,deoxyribonucleoside diphosphate metabolic process,0,5,FALSE
GO:0046056,dADP metabolic process,0,3,FALSE
GO:0006174,dADP phosphorylation,1,1,TRUE
GO:0009182,purine deoxyribonucleoside diphosphate metabolic process,0,3,FALSE
GO:0009202,deoxyribonucleoside triphosphate biosynthetic process,0,3,FALSE
GO:0009216,purine deoxyribonucleoside triphosphate biosynthetic process,0,1,FALSE
GO:0006186,dGDP phosphorylation,1,1,TRUE
GO:0046066,dGDP metabolic process,0,2,FALSE
GO:0046940,nucleoside monophosphate phosphorylation,1,1,TRUE
GO:0006756,AMP phosphorylation,1,1,TRUE
GO:0061508,CDP phosphorylation,1,1,TRUE
GO:0061565,dAMP phosphorylation,1,1,TRUE
GO:0061566,CMP phosphorylation,1,1,TRUE
GO:0061567,dCMP phosphorylation,1,1,TRUE
GO:0061568,GDP phosphorylation,1,1,TRUE
GO:0061569,UDP phosphorylation,1,1,TRUE
GO:0061570,dCDP phosphorylation,1,1,TRUE
GO:0061571,TDP phosphorylation,1,1,TRUE
GO:0030961,peptidyl-arginine hydroxylation,1,1,TRUE
GO:0017062,respiratory chain complex III assembly,9,9,TRUE
GO:0034551,mitochondrial respiratory chain complex III assembly,9,9,TRUE
GO:0035610,protein side chain deglutamylation,2,3,FALSE
GO:0006348,chromatin silencing at telomere,3,5,FALSE
GO:0042126,nitrate metabolic process,2,2,TRUE
GO:0035521,monoubiquitinated histone deubiquitination,4,4,TRUE
GO:0035522,monoubiquitinated histone H2A deubiquitination,4,4,TRUE
GO:0035523,protein K29-linked deubiquitination,5,5,TRUE
GO:1990168,protein K33-linked deubiquitination,4,4,TRUE
GO:1900036,positive regulation of cellular response to heat,1,1,TRUE
GO:0051638,barbed-end actin filament uncapping,1,1,TRUE
GO:2000813,negative regulation of barbed-end actin filament capping,3,3,TRUE
GO:0016926,protein desumoylation,6,6,TRUE
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine,20,21,FALSE
GO:0018230,peptidyl-L-cysteine S-palmitoylation,20,21,FALSE
GO:0015705,iodide transport,2,2,TRUE
GO:0043576,regulation of respiratory gaseous exchange,8,8,TRUE
GO:0044065,regulation of respiratory system process,7,7,TRUE
GO:0002087,regulation of respiratory gaseous exchange by neurological system process,5,5,TRUE
GO:2000051,negative regulation of non-canonical Wnt signaling pathway,3,3,TRUE
GO:0001920,negative regulation of receptor recycling,4,4,TRUE
GO:0010848,regulation of chromatin disassembly,2,2,TRUE
GO:0097752,regulation of DNA stability,2,3,FALSE
GO:0016078,tRNA catabolic process,8,9,FALSE
GO:0038018,Wnt receptor catabolic process,2,2,TRUE
GO:2000119,negative regulation of sodium-dependent phosphate transport,1,1,TRUE
GO:0002370,natural killer cell cytokine production,0,1,FALSE
GO:0002729,positive regulation of natural killer cell cytokine production,1,1,TRUE
GO:0002727,regulation of natural killer cell cytokine production,0,1,FALSE
GO:1901787,benzoyl-CoA metabolic process,1,1,TRUE
GO:0032532,regulation of microvillus length,4,4,TRUE
GO:0032536,regulation of cell projection size,0,4,FALSE
GO:0000451,rRNA 2'-O-methylation,3,3,TRUE
GO:0060296,regulation of cilium beat frequency involved in ciliary motility,4,5,FALSE
GO:0060295,regulation of cilium movement involved in cell motility,0,5,FALSE
GO:1902019,regulation of cilium-dependent cell motility,0,5,FALSE
GO:1990755,mitotic spindle microtubule depolymerization,0,1,FALSE
GO:0048874,host-mediated regulation of intestinal microbiota composition,1,1,TRUE
GO:0070292,N-acylphosphatidylethanolamine metabolic process,2,2,TRUE
GO:0045218,zonula adherens maintenance,3,3,TRUE
GO:0021935,cerebellar granule cell precursor tangential migration,1,1,TRUE
GO:0021934,hindbrain tangential cell migration,2,2,TRUE
GO:0035261,external genitalia morphogenesis,2,2,TRUE
GO:0061010,gall bladder development,1,1,TRUE
